Order ID,Order Date,Product Name,Sales,Profit,Category,Sub-Category
CA-2016-166674,4/1/2016,Newell 342,9.84,2.8536,Office Supplies,Art
CA-2017-147277,10/20/2017,Chromcraft Rectangular Conference Tables,284.364,-75.8304,Furniture,Tables
CA-2017-147277,10/20/2017,Deluxe Rollaway Locking File with Drawer,665.408,66.5408,Office Supplies,Storage
US-2016-157945,9/26/2016,Staple envelope,8.928,3.348,Office Supplies,Envelopes
CA-2015-109638,12/15/2015,3M Office Air Cleaner,103.92,36.372,Office Supplies,Appliances
CA-2015-109638,12/15/2015,Logitech G700s Rechargeable Gaming Mouse,899.91,377.9622,Technology,Accessories
CA-2015-109638,12/15/2015,Acco D-Ring Binder w/DublLock,51.312,18.6006,Office Supplies,Binders
CA-2016-109869,4/22/2016,Eldon Wave Desk Accessories,23.56,7.068,Furniture,Furnishings
CA-2016-109869,4/22/2016,Poly Designer Cover & Back,28.485,-20.889,Office Supplies,Binders
CA-2016-109869,4/22/2016,Premier Electric Letter Opener,185.376,-34.758,Office Supplies,Supplies
CA-2017-154907,3/31/2017,Bush Mission Pointe Library,205.3328,-36.2352,Furniture,Bookcases
US-2016-100419,12/16/2016,Cardinal Hold-It CD Pocket,4.788,-7.9002,Office Supplies,Binders
CA-2014-144666,11/9/2014,SAFCO Boltless Steel Shelving,340.92,3.4092,Office Supplies,Storage
CA-2014-144666,11/9/2014,Samsung Galaxy Note 3,703.968,87.996,Technology,Phones
CA-2014-144666,11/9/2014,Xerox 1912,94.85,45.528,Office Supplies,Paper
CA-2016-103891,7/12/2016,Cisco SPA525G2 IP Phone - Wireless,95.76,7.182,Technology,Phones
CA-2016-100790,6/26/2016,Prang Colored Pencils,14.7,6.615,Office Supplies,Art
CA-2014-127691,7/22/2014,Logitech G602 Wireless Gaming Mouse,159.98,57.5928,Technology,Accessories
CA-2017-140963,6/10/2017,Alphabetical Labels for Top Tab Filing,29.6,14.8,Office Supplies,Labels
CA-2017-140963,6/10/2017,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165,-30.245,Furniture,Bookcases
CA-2017-140963,6/10/2017,iHome FM Clock Radio with Lightning Dock,279.96,17.4975,Technology,Phones
CA-2014-154627,10/29/2014,Apple iPhone 5S,2735.952,341.994,Technology,Phones
CA-2014-133753,6/9/2014,Square Credit Card Reader,7.992,0.5994,Technology,Phones
CA-2014-133753,6/9/2014,Logitech M510 Wireless Mouse,63.984,10.3974,Technology,Accessories
CA-2014-113362,9/14/2014,Fellowes Officeware Wire Shelving,449.15,8.983,Office Supplies,Storage
CA-2014-113362,9/14/2014,Colored Envelopes,11.07,5.0922,Office Supplies,Envelopes
CA-2016-169166,5/9/2016,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98,13.1572,Technology,Accessories
US-2016-120929,3/18/2016,Balt Solid Wood Rectangular Table,189.882,-94.941,Furniture,Tables
CA-2016-126158,7/25/2016,Clear Mylar Reinforcing Strips,119.616,40.3704,Office Supplies,Binders
CA-2016-126158,7/25/2016,Deflect-O Glasstique Clear Desk Accessories,69.3,22.869,Furniture,Furnishings
